Average Solve Time,Average Explored Tiles/Iterations,Average Path Tiles,Average Memory Footprint
0.0010929200003374716,12.0,7.6,2205.6
0.0023561700001664574,23.1,7.2,2634.4
0.0019988900003227172,19.9,7.2,1767.2
0.00829477999941446,10.8,7.2,832.0
0.011312970100334496,9.0,7.2,1160.0
