Average Solve Time,Average Explored Tiles/Iterations,Average Path Tiles,Average Memory Footprint
0.14506963630001338,161.1,112.4,11376.8
6.002885210300247,1222.0,72.6,48504.0
1.3976845744000457,582.9,72.8,33078.4
4.242437812400022,76.6,72.6,20032.0
7.215637283200067,69.7,72.6,29960.0
