Average Solve Time,Average Explored Tiles/Iterations,Average Path Tiles,Average Memory Footprint
0.35552104910020715,242.8,159.6,16938.4
18.367494935499963,2493.4,102.2,96131.2
3.390888012100004,983.3,102.6,52609.6
8.298419511900102,107.0,102.2,40432.0
15.416359358299815,101.6,102.2,60560.0
