Average Solve Time,Average Explored Tiles/Iterations,Average Path Tiles,Average Memory Footprint
0.15351678990000436,154.7,130.4,11891.2
9.28755982119992,1593.3,83.2,88475.2
1.7670188384999164,700.3,83.6,36995.2
5.907269915099914,86.8,83.2,26032.0
9.831775263399868,77.8,83.2,38960.0
