Average Solve Time,Average Explored Tiles/Iterations,Average Path Tiles,Average Memory Footprint
0.009305870499974844,29.6,21.4,3122.4
0.049869971700081804,90.7,18.0,6599.2
0.023682010600168724,56.2,18.0,3644.0
0.12220893349995095,22.0,18.0,2032.0
0.17580959589986378,18.4,18.0,2960.0
