Average Solve Time,Average Explored Tiles/Iterations,Average Path Tiles,Average Memory Footprint
0.029228960399268544,51.7,42.8,4501.6
0.3218901745000039,209.0,29.4,12408.0
0.08210164099946268,107.6,29.4,6484.8
0.4453180567998061,33.9,29.4,88.0
0.7005219906997808,30.4,29.4,88.0
