Average Solve Time,Average Explored Tiles/Iterations,Average Path Tiles,Average Memory Footprint
0.008021386200005054,27.3,23.1,2958.0
0.06149678865001533,92.75,18.1,6826.0
0.029565863449988683,54.85,18.1,3801.6
0.14149722565002776,23.0,18.1,2032.0
0.20246540525000684,19.95,18.1,2960.0
